  Denonimation,  Date creation,  Siege social,  Forme juridique,  Secteur d activite,  url,  Registre de commerce,  Capital
SAVOIR PROD -SARL,03/02/2010,DAKAR-4471 SICAP AMITIE 3 BP:...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/savoir-prod-sarl, SNDKR2010B1882,1000000
NDIAMBOUR TRANSPORT TOURISTIQUE   SUARL,03/02/2010,DAKAR 115  BIS RUE CARNOT,S.U.A.R.L,TOURISME,http://www.creationdentreprise.sn/ndiambour-transport-touristique-suarl, SNDKR2010B1883,1000000
ZA  SARL,08/02/2010,NDOUKHURA(COMMUNAUTE RURALE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/za-sarl, SNDKR2010B1910,2500000
EXPLOITATION DES MAREES AFRICAINE- EMAFRIC  SARL,08/02/2010,CITE SOPRIM N°11 B DAKAR,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),ALIMENTAIRE,http://www.creationdentreprise.sn/exploitation-des-marees-africaine-emafric-sarl, SNDKR2020B1908,1000000
SOCIETE AFRICAINE DE BATIMENT SARL,08/02/2010,DAKAR- ROCADE FANN BEL AIR...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/societe-africaine-de-batiment-sarl, SNDKR2010B1906,1000000
COM&#039;PACKS  -SARL,08/02/2010,NGOR DIARAMA RUES 28 x 30...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMUNICATION,http://www.creationdentreprise.sn/compacks-sarl, SNDKR2010B1905,1000000
COMPTOIR MAME ABDOU AZIZ -SURL,02/02/2010,SCRE COEUR 3 N°108 DAKAR,S.U.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/comptoir-mame-abdou-aziz-surl, SNDKR2010B1836,1000000
PLUS SARL,02/02/2010,ALMADIES ROUTE DU MERIDIEN...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/plus-sarl, SNDKR2010B1835,1000000
SECURIS-IMMO SARL,02/02/2010,HLM-GRAND YOFF N°70 DAKAR,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),IMMOBILIER,http://www.creationdentreprise.sn/securis-immo-sarl, SNDKR2010B1831,2000000
BIRIMA  S.A,02/02/2010,DAKAR- RUE 15 x CORNICHE...,SOCIETE ANONYME (S.A),FINANCE,http://www.creationdentreprise.sn/birima-sa, SNDKR2010B1830,10000000
BUILT 2 BUILD - B2B SARL,02/02/2010,SICAP LIBERTE 5 RESIDENCE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/built-2-build-b2b-sarl, SNDKR2010B1833,2000000
2B CONSULTING SERVICES SARL,08/02/2010,NORD FOIRE VILLA N°151 1ER...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/2b-consulting-services-sarl, SNDKR2010B1986,1000000
ABSO-TRADING   SARL,08/02/2010,DAKAR-CITE SONATEL 3 VILLA N°...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/abso-trading-sarl, SNDKR2010B1984,1000000
SOMAGEC SENEGAL S.A,08/02/2010,67 B SCAT URBAM DAKAR,SOCIETE ANONYME (S.A),BTP,http://www.creationdentreprise.sn/somagec-senegal-sa, SNDKR2010B1988,10000000
GAWANE SERVICES SUARL,08/02/2010,GIBRALTAR 1 VILLA N°25,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/gawane-services-suarl, SNDKR2010B1985,1000000
AYLAN AFRIQUE DE L&#039;OUEST - SARL,08/02/2010,DAKAR-YOFF ROUTE DU CIMETIERE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/aylan-afrique-de-louest-sarl, SNDKR2010B1983,3280000
GLOBAL ACCESS SARL,02/02/2010,DAKAR-10 LIERTE 6 EXTENSION...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/global-access-sarl, SNDKR2010B1828,1000000
ROGUY NEGOCE  INTERNATIONAL SUARL,08/02/2010,PARCELLES ASSAINIES UNITE 26...,S.U.A.R.L,TOURISME,http://www.creationdentreprise.sn/roguy-negoce-international-suarl, SNDKR2010B1918,1000000
WEST AFRICAN SERVICES COMPANY LTD  - WASEC SARL,08/02/2010,BOULEVARD GENERAL DE GAULLE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/west-african-services-company-ltd-wasec-sarl, SNDKR2010B1917,1000000
FINANCY-INVESTMENTS-STRATEGIES,08/02/2010,HLM 5 VILLA N°2515 DAKAR,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES ECONOMIQUES,http://www.creationdentreprise.sn/financy-investments-strategies, SNDKR2010B1916,1000000
ANALYSE CONSULTE INFORME - A.C.I.  SUARL,08/02/2010,DAKAR  54 H SCAT URBAM SUD...,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/analyse-consulte-informe-aci-suarl, SNDKR2010B1911,1000000
COMPAGNIE SENEGALAISE INDUSTRIELLE DE P.V.C -SARL,02/02/2010,DAKAR(SENEGAL)  KM 3.5...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),MATERIAUX DE CONSTRUCTION,http://www.creationdentreprise.sn/compagnie-senegalaise-industrielle-de-pvc-sarl, SNDKR2010B1726,1000000
SOUTH BUSINESS INTERNATIONAL SARL,02/02/2010,DAKAR FASS PAILLOTE IMMEUBLE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/south-business-international-sarl, SNDKR2010B1727,1000000
GALAXY DISTRIBUTION SUARL,02/02/2010,DAKAR-OUEST FOIRE VILLA N°27,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/galaxy-distribution-suarl, SNDKR2010B1730,1000000
GLOBAL SCHOOL INSCRIPTION -SUARL,02/02/2010,DAKAR-SACRE COEUR 3...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),EDUCATION - FORMATION,http://www.creationdentreprise.sn/global-school-inscription-suarl, SNDKR2010B1731,1000000
MKD SERVICES - SARL,03/02/2010,DAKAR OUAGOU NIAYES 2 BENNE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),IMMOBILIER,http://www.creationdentreprise.sn/mkd-services-sarl, SNDKR2010B1881,1000000
SOCIETE MINES ET CARRIERES SARL,03/02/2010,DAKAR- IMMEUBLE YELINA MERMOZ...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),INDUSTRIE EXTRACTIVE - MINES ET CARRIERES,http://www.creationdentreprise.sn/societe-mines-et-carrieres-sarl, SNDKR2010B1879,1000000
QUALITE  AFIA SARL,03/02/2010,ESPACE RESIDENCE- APPARTEMENT...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/qualite-afia-sarl, SNDKR2010B1880,1000000
SENESOL -SARL,02/02/2010,DAKAR  21  ROUTE DES ALMADIES,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/senesol-sarl, SNDKR2010B1852,1000000
JIGIYA CONSULTING -SARL,02/02/2010,DAKAR CITE CAP VERDIENNE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),EDUCATION - FORMATION,http://www.creationdentreprise.sn/jigiya-consulting-sarl, SNDKR2010B1853,1000000
RYSARA-HÔTELS  - SARL,02/02/2010,8 AVENUE DES DJAMBARS -DAKAR,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),TOURISME,http://www.creationdentreprise.sn/rysara-hotels-sarl, SNDKR2010B1838,1000000
STUDIO ESOPE PRODUCTION SARL,27/01/2010,DAKAR-21 AVENUE FAIDHERBE BP:...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/studio-esope-production-sarl, SNDKR2010B1729,1000000
SOCIETE D&#039;ETUDES DE REALISATION ET D&#039;EXPLOITATION DE L&#039;ENERGIE - SEREX SARL,28/01/2010,VILLA N°1 HLM GRAND YOFF CITE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/societe-detudes-de-realisation-et-dexploitation-de-lenergie-serex-sarl, SNDKR2010B1588,1000000
GAMA INTERNATIONAL SUARL,28/01/2010,DAKAR-67 RUE ABDOU KARIM...,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/gama-international-suarl, SNDKR2010B1590,1000000
CONSTRUCTION ET EQUIPEMENT PISCINE - CEP SARL,28/01/2010,DAKAR-LOT N°16 OUEST FOIRE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),MATERIAUX DE CONSTRUCTION,http://www.creationdentreprise.sn/construction-et-equipement-piscine-cep-sarl, SNDKR2010B1595,1000000
PELICAN SERVICES SUARL,28/01/2010,DAKAR-SICAP LIBERTE II N°1358,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/pelican-services-suarl, SNDKR2010B1594,1000000
SENETT SARL,28/01/2010,FOIRE ALTERNANCE N°31 1er...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),ENTRETIEN ET NETTOYAGE,http://www.creationdentreprise.sn/senett-sarl, SNDKR2010B1596,1000000
MY TOUCH.COM   SARL,28/01/2010,DAKAR-52  AVENUE CARDE x...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMUNICATION,http://www.creationdentreprise.sn/my-touchcom-sarl, SNDKR2010B1591,1000000
ECOLE SUPERIEURE D&#039;ELECTRICITE DU BATIMENT ET DES TRAVAUX PUBLICS SURL,11/01/2010,DAKAR-7283 SICAP MERMOZ,S.U.R.L,EDUCATION - FORMATION,http://www.creationdentreprise.sn/ecole-superieure-delectricitedu-batiment-et-des-travaux-publics-surl, SNDKR2010B444,1000000
TRADES EVENTS MARKETING AND ADVERTISING -  SARL,21/01/2010,ZONE B VILLA 10B DAKAR(...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/trades-events-marketing-and-advertising-sarl, SNDKR2010B1198,1000000
SOCIETE D&#039;INTERIM ET D&#039;EXTERNALISATION-  \"S.I.E\" SARL,28/02/2010,RUFISQUE -CASTORS VILLA N°87,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/societe-dinterim-et-dexternalisation-sie-sarl, SNDKR2010B1644,1000000
ARCHITECTURE ET DEVELOPPEMENT -SUARL,11/03/2010,DAKAR-SENEGAL 5 RUE VICTOR...,S.U.A.R.L,ARCHITECTURE,http://www.creationdentreprise.sn/architecture-et-developpement-suarl, SNDKR2010B3679,1000000
SENEGALAISE D&#039;INVESTISSEMENT ET DE NEGOCE -SA,11/03/2010,DAKAR- 27  AVENUE GEORGES...,SOCIETE ANONYME (S.A),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/senegalaise-dinvestissement-et-de-negoce-sa, SNDKR2010B3666,100000000
MAADAMEL SS2I SARL,11/03/2010,DAKAR- LOT 102JK  SODIDA,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/maadamel-ss2i-sarl, SNDKR2010B3667,1000000
S 2G SARL,11/03/2010,82  CITE IMPOTS ET DOMAINES à...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/s-2g-sarl, SNDKR2010B3668,1000000
INTERNATIONAL BUSINESS PARTNERS -SARL,11/03/2010,DAKAR- AVENUE BOURGUIBA...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/international-business-partners-sarl, SNDKR2010B3669,1000000
ENTREPRISE DE BATIMENTS ET DE MENUISERIE -SUARL,12/03/2010,DAKAR- HLM 1  RUE 14 SONEPI...,S.U.A.R.L,BTP,http://www.creationdentreprise.sn/entreprise-de-batiments-et-de-menuiserie-suarl, SNDKR2010B3716,1000000
SOCIETE INTERNATIONALE DE GARDIENNAGE ET DE TELESURVEILLANCE -\"S.I.G.T -SENE SECURITE\" -SARL,12/03/2010,DAKAR OUEST FOIRE CITE AIR...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),SECURITE/SURVEILLANCE,http://www.creationdentreprise.sn/societe-internationale-de-gardiennage-et-de-telesurveillance-sigt-sene-securite-sarl, SNDKR2010B3715,1200000
KADIMA IMMOBILIER -SUARL,12/03/2010,DAKAR-96/B SOTRAC MERMOZ,S.U.A.R.L,IMMOBILIER,http://www.creationdentreprise.sn/kadima-immobilier-suarl, SNDKR2010B3717,1000000
GLOBAL LINK SENEGAL- G.L.S SARL,15/03/2010,DAKAR-18  RUE DE REIMS,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),TRANSIT,http://www.creationdentreprise.sn/global-link-senegal-gls-sarl, SBDKR2010B3743,1000000
SOCIETE SENEGALO-ITALIENNE DE COMMERCE SARL,15/03/2010,DAKAR ROUTE DE RUFISQUE- MBAO...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/societe-senegalo-italienne-de-commerce-sarl, SNDKR2010B3741,1000000
KEY CARGO SARL,10/03/2010,SACRE COEUR 3 N°9717 DAKAR(...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/key-cargo-sarl, SNDKR2010B3617,1000000
SOCIETE DE GESTION D&#039;ETUDE ET DE MAINTENANCE INDUSTRIELLE -SOGEMI SARL,10/03/2010,FASS MBAO CITE ALIOU SOW N°36...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATION DE SERVICES INDUSTRIELS,http://www.creationdentreprise.sn/societe-de-gestion-detude-et-de-maintenance-industrielle-sogemi-sarl, SNDKR2010B3616,1000000
TADJABI CORPORATION SENEGAL SARL-SUCCURSALE,10/03/2010,DAKAR-IMMEUBLE CBAO ROUTE DE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/tadjabi-corporation-senegal-sarl-succursale, SNDKR2010E3609,1000000
TRADE TARDCO INTERNATIONAL -sarl,10/03/2010,MBOD 4 VILLA N°923 -...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/trade-tardco-international-sarl, SNDKR2010B2575,5000000
NEGOCE ECHANGE TRANSFERT -SUARL,11/03/2010,33 BOULEVARD DE LA LIBERATION...,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/negoce-echange-transfert-suarl, SNDKR2010B3633,1000000
PAKAO CONSTRUCTIONS -SARL,11/03/2010,RUFISQUE II VILLA N°120 CITE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/pakao-constructions-sarl, SNDKR2010B3634,1000000
SECURITE CONTRÔLE ASSURANCE  -SUARL,11/03/2010,33 BOULEVARD DE LA LIBERATION...,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/securite-controle-assurance-suarl, SNDKR2010B3635,1000000
EUROSEN GROUP,11/03/2010,DAKAR- IMMEUBLE FAHD 14ème...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/eurosen-group, SNDKR2010B3663,1000000
SENTUPRO SARL,11/03/2010,DAKAR-GIBRALTAR EX DOJO HABIB...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/sentupro-sarl, SNDKR2010B3664,1000000
TOUBACAN  -SARL,11/03/2010,DAKAR-SENEGAL USINE NIARY...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/toubacan-sarl, SNDKR2010B3665,1000000
LAN HAÏ -SOCIETE INTERNATIONALE -SUARL,09/03/2010,DAKAR-FENETRE MERMOZ SUR MER...,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/lan-hai-societe-internationale-suarl, SNDKR2010B3532,3000000
M2A TECHNOLOGIES -SARL,09/03/2010,LIBERTE 6 EXTENSION...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/m2a-technologies-sarl, SNDKR2010B3476,1000000
VEMAR  -S.A.U,09/03/2010,OUEST FOIRE  LOT FEU DIOR N°2,SOCIETE ANONYME UNIPERSONELLE(S.A.U),PRESTATION DE SERVICES INDUSTRIELS,http://www.creationdentreprise.sn/vemar-sau, SNDKR2010B3477,10000000
SOCIETE D&#039;EXPLOITATION ET DE MONTAGE DE MICRO-INDUSTRIES AU SENEGAL,09/03/2010,DAKAR- DOMAINE INDUSTRIEL  KM...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/societe-dexploitation-et-de-montage-de-micro-industries-au-senegal, SNDKR2010B3478,1000000
SENE GROUP SARL UNIPERSONNELLE,09/03/2010,DAKAR  106 AVENUE PEYTAVIN,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/sene-group-sarl-unipersonnelle, SNDKR2010B3480,1000000
SOCIETE DE DISTRIBUTION DE MATERIELS DES ARMEES SARL -SO.DI.MA,09/03/2010,DAKAR- IMMEUBLE D APPARTEMENT...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/societe-de-distribution-de-materiels-des-armees-sarl-sodima, SNDKR2010B3481,1000000
USICO TRANSIT -SARL,09/03/2010,DAKAR- 62 RUE ESCARFAIT x...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),TRANSIT,http://www.creationdentreprise.sn/usico-transit-sarl, SNDKR2010B3482,1000000
YAYE AK DOM -SARL UNIPERSONNELLE,09/03/2010,DAKAR- MBAO VILLA N°126,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/yaye-ak-dom-sarl-unipersonnelle, SNDKR2010B3479,1000000
SOCIETE GENERALE POUR L&#039;ENVIRONNEMENT L&#039;ENERGIE LES MINES ET LES SERVICES SARL -\"SOGEERMINES\" SARL,10/03/2010,DAKAR-OUEST FOIRE CITE DABAKH...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),ENERGIE / PRODUITS PETROLIERS,http://www.creationdentreprise.sn/societe-generale-pour-lenvironnementlenergieles-mines-et-les-services-sarl-sogeermines-sarl, SNDKR2010B3619,1000000
LAMA TRANSPORTS SUARL,10/03/2010,DAKAR PIKINE CITE SOTIBA N°98,S.U.A.R.L,TRANSPORT,http://www.creationdentreprise.sn/lama-transports-suarl, SNDKR2010B3618,1000000
AIIF- ADVISORY AND TRAINING SUARL,05/03/2010,DAKAR- NGOR VIRAGE,S.U.A.R.L,FINANCE,http://www.creationdentreprise.sn/aiif-advisory-and-training-suarl, SNDKR2010B3348,1000000
N h N HOTEL GROUP  -SARL,05/03/2010,DAKAR- CITE DES MAGISTRATS...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),TOURISME,http://www.creationdentreprise.sn/n-h-n-hotel-group-sarl, SNDKR2010B3350,1000000
TRANSLOGISTIC SUARL,05/03/2010,10  RUE RAMEZ BOURGI DAKAR(...,S.U.A.R.L,TRANSPORT,http://www.creationdentreprise.sn/translogistic-suarl, SNDKRB3337,1000000
GLOBAL TRADE BUSINESS - G.T.B SARL,05/03/2010,DAKAR- HLM x MOUSSE N°2927,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/global-trade-business-gtb-sarl, SNDKR2010B3336,1000000
M.I.W IMPORT EXPORT SUARL,08/03/2010,DAKAR - MEDINA RUE 17 x 18,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/miw-import-export-suarl, SNDKR2010B3398,1000000
RAMO SARL,08/03/2010,DAKAR- SICAP MBAO VILLA N°86,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),HYDRAULIQUE,http://www.creationdentreprise.sn/ramo-sarl, SNDKR2010B3418,1000000
GENERAL TRADING  CONSULTING AND CONSTRUCTING SARL - G.T.C.C  SARL,08/03/2010,DAKAR- 28 CITE FILAOS RUFISQUE,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/general-trading-consulting-and-constructing-sarl-gtcc-sarl, SNDKR2010B3417,1000000
NOBLE SARL,09/03/2010,DAKAR- POINT E N°19 BIS,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/noble-sarl, SNDKR2010B3535,1000000
LIMPE EQUIPAGE AUTOMOBILE -SARL,09/03/2010,DAKAR- 66 AVENUE MALICK SY,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/limpe-equipage-automobile-sarl, SNDKR2010B3534,1000000
C-SINET SUARL,09/03/2010,DAKAR- NORD LIBERTE 6...,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/c-sinet-suarl, SNDKR2010B3533,1000000
LA FERME DE MBEYE -SARL,03/03/2010,58  RUE SAINT MICHEL -DAKAR,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),AGRICULTURE,http://www.creationdentreprise.sn/la-ferme-de-mbeye-sarl, SNDKR2010B3232,9000000
MIZAR TECH -SARL,04/03/2010,CITE ASSEMBLEE OUAKAM VILLA N...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/mizar-tech-sarl, SNDKR2010B3266,1000000
LOVAFRIK -SARL,04/03/2010,SACRE COEUR 1 VILLA N°8241-...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/lovafrik-sarl, SNDKR2010B3268,1000000
GROUPE SHERWOOD AFRIQUE - \"G.S.A\"  SARL,08/02/2010,DAKAR- 53 BIS HANN PLAGE,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/groupe-sherwood-afrique-gsa-sarl, SNDKR2010B1907,1000000
ENTREPRISE GENERALE DE BATIMENT OMAR SY -\"EGBOS SA\",19/02/2010,DAKAR SACRE COEUR 1 N°04 BP:...,SOCIETE ANONYME (S.A),BTP,http://www.creationdentreprise.sn/entreprise-generale-de-batiment-omar-sy-egbos-sa, SNDKR2010B2652,10000000
LIDEL CONSULTING -SARL,25/02/2010,DAKAR- PATTE D&#039;OIE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/lidel-consulting-sarl, SNDKR2010B2929,1000000
SN MINERAL MINING,05/03/2010,DAKAR(SENEGAL)ALMADIES ROUTE...,SUCCURSALE,INDUSTRIE EXTRACTIVE - MINES ET CARRIERES,http://www.creationdentreprise.sn/sn-mineral-mining, SNDKR2010E3338,0
PEPTAWARE -SARL,05/03/2010,DAKAR HLM GRAND YOFF SCAT...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/peptaware-sarl, SNDKR2010B3346,1000000
CENTRE D&#039;EXPLORATION CARDIOVASCULAIRE ET D&#039;IMAGERIE DE DAKAR- \"CECID\" SARL,05/03/2010,DAKAR BAIE DE SOUMBEDIOUNE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),SANTE,http://www.creationdentreprise.sn/centre-dexploration-cardiovasculaire-et-dimagerie-de-dakar-cecid-sarl, SNDKR2010B3347,1200000
CLEANDIS -SUARL,05/03/2010,DAKAR- 58  RUE MOUSSE DIOP x...,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/cleandis-suarl, SNDKR2010B3349,1000000
LA BADIANE SUARL,03/03/2010,HLM GRAND YOFF N°912 RUE 265...,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/la-badiane-suarl, SNDKR2010B3217,1000000
SOCIETE CAYORIENNE DE TRAVAUX,03/03/2010,38 CITE BELVEDERE,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/societe-cayorienne-de-travaux, SNDKR2010B3218,1000000
SOCIETE DE GESTION ET DE DEVELOPPEMENT DES ACTIVITES COMMERCIALES ET INDUSTRIELLES EN AFRIQUE- SGDACIA SARL,03/03/2010,HLM FASS PAILLOTE 73 H BP:...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/societe-de-gestion-et-de-developpement-des-activites-commerciales-et-industrielles-en-afrique, SNDKR2010B3206,1000000
TR 23  -SARL UNIPERSONNELLE,03/03/2010,DAKAR ZONE B VILLA N°3 B,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/tr-23-sarl-unipersonnelle, SNDKR2010B3180,1000000
COMPLEXE LA LINGUERE -SUARL,03/03/2010,DAKAR  PARCELLES ASSAINIES...,S.U.A.R.L,COIFFURE SOINS DE BEAUTE/MODE,http://www.creationdentreprise.sn/complexe-la-linguere-suarl, SNDKR2010B3179,2500000
DEVELOPMENT CONSULTING GROUP -SARL,03/03/2010,DAKAR-SACRE COEUR 3 N°10.215,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/development-consulting-group-sarl, SNDKR2010B3177,1000000
TERHAL TRADING COMPANY - T.T.C -SARL,04/03/2010,DAKAR-CITE SONATEL VILLA N°24,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/terhal-trading-company-ttc-sarl, SNDKR2010B3293,1000000
ALL CABLE RANGE TECHNOLOGY GROUP -ACRT GROUP SARL,04/03/2010,DAKAR-SACRE COEUR 3 VILLA N°...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/all-cable-range-technology-group-acrt-group-sarl, SNDKR2010B3292,1000000
SAHEL AGRO BUSINESS -SARL,04/03/2010,DAKAR BANLIEUE PARCELLES...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),AGRICULTURE,http://www.creationdentreprise.sn/sahel-agro-business-sarl, SNDKR2010B3267,1000000
SOCIETE SENEGALAISE IH DE PECHE - \"SO SE IH\" SARL,03/03/2010,DAKAR- 2 AVENUE MOHAMED VI...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PECHE,http://www.creationdentreprise.sn/societe-senegalaise-ih-de-peche-so-se-ih-sarl, SNDKR2010B3234,1000000
